Job Title,Company Name,Job Location,Job Description,Job Link
Validation Engineer (male),INCEPBIO PRIVATE LIMITED4.5(2 Reviews),Bengaluru( 2nd Phase JP Nagar ),"
Roles and ResponsibilitiesSelf-starter  with demonstrated analytical and interpersonal skills to allow effective participation  in project teams.  Schedule  and execute validations/qualifications per Standard Operating Procedures (SOPs)  and regulatory guidelines.  Working  knowledge of GMP regulations.  Participate  in development/ improvements to the validation program as needed to remain  current with cGMP and industry standards.  Use  appropriate data loggers to perform mapping studies.  Execute  Compilation and dispatch of reports for the mapping activity performed.  To  undergo relevant training procedures  Perform  other duties as directed by supervisor. 
Skills and Qualifications:A  minimum of a Diploma certificate or a degree in Engineering or Science or  similar field is required.Good communication skillsStrong interpersonal skillsAbility to meet defined targetsProblem solving skillsThe associate will be required to interact with the following:
Work ScheduleRequire ability to work varying hours, some weekends, and varying schedules, when applicable. Work from home option once in a week as and when required provided all                                  necessary approvals  are in place.         
Required Candidate profileITI/Diploma in any domain   Perks and BenefitsBest in Industry
IncepBio with headquarters at Bengaluru, is an ISO 9001:2015 certified privately held company offering comprehensive services in Preventive wellness & Validation",https://www.naukri.com/job-listings-validation-engineer-male-incepbio-private-limited-bengaluru-bangalore-0-to-3-years-290520002121?src=jobsearchDesk&sid=15919744260718350&xp=13&px=10
Software Engineer - Nxopen,iCube Logics (India) Pvt. Ltd.,"Pune, Bengaluru","
We are looking  for a highly passionate candidate who enjoys working on the latest  technologies and innovative projects. Positions will be based in Pune/Bangalore  and will require travel (National/International) as per project  requirements.

NX CUSTOMIZATION: Expertise in NX Open API Programming, C#, Vb.net, C/C++, UFUNC, Knowledge Fusion Language. Experience in NX custom application development using Microsoft Visual Studio is essential. NX development skills, handling various data formats including XML. REQUIREMENT: Bachelor of Engineering with 2-5 yrs of Industry experience in  NXOpen based Automation development using C# or VB.net.Experience in NX Modeling, Assembly, Drafting and Electrical /  Mechanical routing is a must. At least 1 year of Industry Experience in  Routing is essential 
Candidates should have worked with Design, Algorithm Development and  Programming using NXOpen APIsNX  based custom applications development and development of NX templates  (generic models) and applications (scripts) integrating Product/Process  rules with the support of NX key users and experts. NX application development as per functional and design specifications. Provides technology leadership and ensures adherence to design standards and governance processes. Exceptional technical know-how, ability to quickly adapt to new technology and go deep in new focus areas. Experience in Automotive/Aerospace & Defense industry would be a plus. Required Candidate profile Excellent Conversational skills and ability to confidently talk in multi-talented team setup. Demonstrated ability to drive and deliver features on time with quality. Flexible and adaptable in regard to learning and understanding new technologies Attention to detail and fluent communication skills. Team player and open communicator. Positions will require travel as per project requirements.
iCube Logics (India) Private Limited is a Product Development and Services company head quartered in Hyderabad with branch offices at Bangalore, Pune and Singapore. We work on end-to-end projects in Product Life cycle Management (PLM), CAD Automation and Industrial VR, AR and IoT. iCube specializes in Consulting, Product development and Engineering Solutions Delivery for Industry sectors in Automotive, Aerospace & Defence organisations in India, Asia Pacific, Europe, and North America. We also partner with Siemens PLM in various PLM services consultation, trainings & resource Management. In addition, iCube has also delivered cutting-edge solutions for Operator-In-The-Loop and Real-time Simulations using scientific computing for Military Customers. iCube's customers include large companies such as ISRO, Rolls Royce, Maruti Suzuki, ST Kinetics, HAL, DRDO, Toyota, Bajaj, CEAT and Sonalika Tractors.

You can know more about us @ http://www.icubelogics.com",https://www.naukri.com/job-listings-software-engineer-nxopen-icube-logics-india-pvt-ltd-pune-bengaluru-bangalore-2-to-5-years-080620006599?src=jobsearchDesk&sid=15919744260718350&xp=14&px=10
Graduate Engineer Trainee,Gita Refractories Pvt Ltd,Bengaluru,"
    Graduate Engineer Trainee Requirements:Bachelor's degree in a relevant Engineering discipline.Previous experience in a technical field would be an advantage.Strong analytical and mathematical skills.Excellent written and verbal communication skills.Superb time management and professionalism.A growth mindset and willingness to accept criticism.A valid driver's license may be required.
Required Candidate profile Understanding project       requirements and completing all duties assigned by the Supervisor. Shadowing       senior staff members, asking questions, and assisting wherever possible. Raising       concerns and making suggestions for improvement where appropriate. Conducting       research and traveling to sites. Observing       health and safety regulations at all times. Participating       in meetings and attending workshops and other training initiatives. Analyzing       data and writing reports according to specifications. Taking       notes and sharing your findings with your Supervisor and other relevant       stakeholders. Establishing       professional relationships with staff. Maintaining       a high degree of professionalism and diligence. 
 
Gilada Finance & Investments Ltd. is a . is a blue chip Company belonging to Gilada Group of Industries promoted and headed by Sri. Shankarlal Gilada. The company affairs are managed under the able administration of Sri. Rajgopal Gilada on a day to day basis.",https://www.naukri.com/job-listings-graduate-engineer-trainee-gita-refractories-pvt-ltd-bengaluru-bangalore-0-to-3-years-050620007147?src=jobsearchDesk&sid=15919744260718350&xp=15&px=10
Software Engineer - Golang/c#/c++ Programming,Myna Solutions,"Pune, Bengaluru, Hyderabad, Noida","
Software Engineer - C++ Windows (5-15 Years) 

Mandatory Skills : C++, C#, Data Structures, Algorithms and Go Language 

Job Family : Development 

Role : Individual Contributor 

Essential Job Responsibilities : 

- Design and code complex units/modules /products that meet functional and business requirements on schedule and within budget. 

- Perform unit/module testing of software to find errors and confirm programs meet specifications. 

- Fix bugs, add enhancements, and convert software to other platforms. 

- Assist quality assurance team by helping testers and support personnel as needed to determine system problems. 

- Collaborate with quality assurance in the creation of their test plans and participate in reviews. 

- Evaluate the impact of software performance and recommend changes to the software design team. 

- Write and maintain documentation to describe program development, logic, coding, testing, changes and corrections. 

- Provide product content to technical writers. 

- Assist in strategic research and design as directed. 

- Set up software configuration control and software development environments including program source control to ensure reliable backups and source code integrity. 

- Provide input to establish and improve departmental processes and procedures. 

- Develop plans outlining steps and timetables for developing programs and communicate plans and status to management and other development team members. 

- Escalate issues to management as appropriate. 

- Participate in design and code reviews with other developers. 

Education/Certification Requirements : Bachelor's Degree or global equivalent in Computer Science or related discipline. Master's degree or global equivalent a plus. 

Work Experience : 5+ years of continuous development experience on Windows and Unix/Linux using C++. 

Required Job Qualifications : 

- Excellent in C++ cross-platform programming (Windows, U/L). 

- Knowledge and experience with Network programming: protocols, standards, experience with implementation. 

- Experience with .Net/Windows Forms is a plus. 

- Excellent in Object-Oriented programming, including Inheritance and polymorphism. 

- Excellent in programming on Windows Platform, including multi-process, multi-thread, kernel objects.
Myna Solutions is an environmental services company based out of Australia.",https://www.naukri.com/job-listings-software-engineer-golang-c-c-programming-myna-solutions-pune-bengaluru-bangalore-hyderabad-secunderabad-noida-5-to-10-years-040620907202?src=jobsearchDesk&sid=15919744260718350&xp=16&px=10
No results,No results,No results,,https://www.naukri.com/job-listings-senior-software-engineer-chennai-lionbridge-technologies-llp-chennai-5-to-8-years-110320011503?src=jobsearchDesk&sid=15919744260718350&xp=17&px=10
Intern-Design Engineering,Cadence Data Soft,Bengaluru,"
      Job Description:     Good Logical reasoning , Some knowledge of Verilog [ data types , block/non blocking , arrays , verilog timescale events] , system verilog [ New data types , packages , struct , testbench interface & components] .   Basics of Design Verification flow, metrics (Functional Coverage, Code coverage, Assertion development/closure) and debug skills knowhow.   Mixed Signal verification experience from project work (if any)and /or knowledge of Cadence digital/analog verification tool is an added advantage.   Basic concepts of SerDes IP is preferred.   Hardworking, Committed and willingness to learn.  
Cadence Data Soft is privately held company with registered office in Pune, India. We are Software Services Company focusing on storage and networking technology domains. We provide uncompromised, high quality software development and related services.",https://www.naukri.com/job-listings-intern-design-engineering-cadence-data-soft-bengaluru-bangalore-0-to-1-years-080620500567?src=jobsearchDesk&sid=15919744260718350&xp=18&px=10
Intern-Design Engineering,Cadence Data Soft,Bengaluru,"
  Analog Physical Design is the job of converting the analog schematics (represented by components like MOS, R & C) into a physical view that maps to the masks that are used for manufacturing in the FAB.   
  The Physical Design has significant impact on the performance and the dependence has gone up significantly with advanced technologies.   
  Good understanding of the manufacturing technology, basic working knowledge of the analog circuits, and impact of the layout on circuit performance will be a key.   
  The typical kind of blocks that we work on are ADC, DAC, PLL, Oscillator & High Speed SerDes etc.   
Cadence Data Soft is privately held company with registered office in Pune, India. We are Software Services Company focusing on storage and networking technology domains. We provide uncompromised, high quality software development and related services.",https://www.naukri.com/job-listings-intern-design-engineering-cadence-data-soft-bengaluru-bangalore-0-to-1-years-080620500564?src=jobsearchDesk&sid=15919744260718350&xp=19&px=10
No results,No results,No results,,https://www.naukri.com/job-listings-software-engineer-search-solr-for-wynk-bharti-airtel-gurgaon-2-to-6-years-050620006470?src=jobsearchDesk&sid=15919744260718350&xp=20&px=10
No results,No results,No results,,https://www.naukri.com/job-listings-software-engineering-lead-i-java-angular-optum-global-solutions-india-private-limited-hyderabad-secunderabad-8-to-12-years-110620902556?src=jobsearchDesk&sid=1591974430360685&xp=1&px=11
No results,No results,No results,,https://www.naukri.com/job-listings-senior-software-engineer-optum-global-solutions-india-private-limited-hyderabad-secunderabad-2-to-7-years-110620902553?src=jobsearchDesk&sid=1591974430360685&xp=2&px=11
No results,No results,No results,,https://www.naukri.com/job-listings-senior-tcad-device-engineer-micron-technology-operations-india-llp-hyderabad-secunderabad-8-to-10-years-110620902552?src=jobsearchDesk&sid=1591974430360685&xp=3&px=11
VDI Engineer - Installation & Configuration,EsoTeky Solutions Private Limited,Pune,"
Role : VDI Engineer 

Location : Pune 

Employment type : C2H 6 months to 1 yr (which get extend) 

Joining Date : Immediate to 20 days 

Experience : 3 - 5 years 

Primary Responsibilities : 

- Prepare Technical white paper (Reference architecture guide, tech notes, blog writing with respect to VDI) 

- Horizon Enterprise 7.x installation and configuration Possess knowledge of troubleshooting VMware Horizon View products (Connection servers, Security Server and Compose server) VMware vSphere installation and configuration 

- Install configure Active Directory, DHCP, DNS VMware vSAN, Virtual distributed switch (vDS) 

- Good knowledge on performance benchmarking using LoginVSI 

- Interaction with sales and presale team would be an advantage 

- Provide physicalvirtual machine management services for the virtual desktop solution (in coordination with other operational entities). 

- Maintain operations on a day-to-day basis for a complex virtual desktop environment 

- Troubleshoot and proactively monitor systems and applications to identify and correct malfunctions and other operational difficulties. 

- Maintain server operations and connectivity, backup and restoration, virtual machine support services 

- Perform management, maintenance, patching, and monitoring of VMWare and other VDI solution software. 

Required Candidate profileRequired Knowledge and Skills : 

- Min 3 to 5 yrs Experience is Deployment and configuration VMware vSphere and VMware Horizon view environment and also should have similar level experience on architecting VDI environment with VMware vCenter, ESXi installation, creating virtual machines 

- Good knowledge of working on Products like Citrix XenDesktop, XenApp, XenServer 

- Experience and Knowledge of Microsoft Windows Server, Active Directory, DNS 

- Good experience of working on Storage (FC, iSCSI, NFS) and Networking protocols 

- Experience of working on Converged and Hyper-Converged architecture design is a plus 

- LoginVSI Benchmark is a plus 

- Strong analytical and problem-solving skills.
Specialized in providing technology solutions globally.
Several of our global clients (including Fortune 100 organization) have made us a partner of choice.
Senior management with more experience in Retail, Healthcare, educational technology and learning industry both in India and abroad.",https://www.naukri.com/job-listings-vdi-engineer-installation-configuration-esoteky-solutions-private-limited-pune-3-to-5-years-110620901836?src=jobsearchDesk&sid=1591974430360685&xp=4&px=11
Engineering Manager - Java Development & Data Modeling,Wissda Inc,Bengaluru,"
Looking for Engineering Manager whohas rich experience in developing the solutions and managing a team. 

Must have experience in: 

- Strong experience in Java, J2ee, and data base, 

- Strong object oriented analysis and designing skills 

- Should have experience in end to end project management 

- Good conceptual grasp of data modeling, and designing techniques,, oops concept and scripting experience. 

- Experience with Java, J2EE application servers such as Tomcat, WebLogic, WebSphere, Oracle Application Server. 

- Prior Experience in using a Rapid Application Development (RAD) tool 

- Should possess excellent team management skills 
Problem solving is an intersection of science and art. It requires analytical analysis, creative thinking and pragmatic approach.

We are ""Problem Solvers"", we look for possibilities, we distinguish signal from the noise.

We aspire to be the consulting partner of choice of every client we work with. Our mission is to help our clients solve their most critical issues by providing highest quality solutions. We value relationships and live by our core principles of integrity, honesty, work ethics and value addition.",https://www.naukri.com/job-listings-engineering-manager-java-development-data-modeling-wissda-inc-bengaluru-bangalore-10-to-15-years-110620900980?src=jobsearchDesk&sid=1591974430360685&xp=5&px=11
No results,No results,No results,,https://www.naukri.com/job-listings-senior-software-engineer-mphasis-limited-pune-4-to-6-years-110620900479?src=jobsearchDesk&sid=1591974430360685&xp=6&px=11
No results,No results,No results,,https://www.naukri.com/job-listings-senior-software-engineer-systems-mphasis-limited-bengaluru-bangalore-4-to-9-years-110620900478?src=jobsearchDesk&sid=1591974430360685&xp=7&px=11
No results,No results,No results,,https://www.naukri.com/job-listings-senior-test-engineer-mphasis-limited-pune-4-to-6-years-110620900472?src=jobsearchDesk&sid=1591974430360685&xp=8&px=11
No results,No results,No results,,https://www.naukri.com/job-listings-test-engineer-mphasis-limited-bengaluru-bangalore-2-to-4-years-110620900470?src=jobsearchDesk&sid=1591974430360685&xp=9&px=11
Engineer,KBS Certification Services Pvt. Ltd.3.9(14 Reviews),Faridabad,"
  Experience -   1-2 year    Qualification -   B.E./B.TECH (electronic engineer)   Job Profile    Should be able to work on field.     Should be able to travel all over pan India.  
KBS Certification Services Pvt. Ltd. (KBS) was established in 2005 as a conformity assessment body with its regd. and head office in India with the aim of becoming a national certification body. KBS is one of the few indigenous companies who is providing certification Internationally at highly competitive prices. In the short span of time KBS has the privilege to be identified among the top-level certification bodies in India who has multiple accreditation and recognitions. With its constant endevour to expand into the new service and a vision to become an organization providing the specialized services in the conformity field in the international domain, KBS stands with the domestic organizationsas a supporting partner.KBS is also established in South East Asia, Africa, Middle East and Latin America. KBS advantage stems from an experienced leadership, veteran auditors and a superior level of attentionwith focus on customer satisfaction through value added services. Delivering Quality Services in Time is our motto.",https://www.naukri.com/job-listings-engineer-kbs-certification-services-pvt-ltd-faridabad-1-to-2-years-110620501086?src=jobsearchDesk&sid=1591974430360685&xp=10&px=11
Senior DevOps Engineer - Contract,Imgur,Bengaluru,"
 Our ideal candidate must be self-directed and prepared to scale their own responsibilities along with the company. We are looking for someone that is passionate about multi-faceted, large scale systems that serve billions of users on a daily basis. 
 
  Key Responsibilities:     Architect, implement and optimize Imgur s software infrastructure stack.     Ensure reliability, scalability, and operability of Imgur s production software components.     Build Automation and Tools to deploy, configure, and manage Imgur s applications.     Troubleshoot stability and performance issues.     Participate in one of our 24x7 on-call teams.     Experience and Skills We re Looking For:     This is a senior-level position that requires 7+ years managing world-class production systems either as a DevOps Engineer, an SRE, or a Production Engineer.     CS degree or equivalent experience.     Experience operating cloud-based environments, AWS being preferred     Expertise in either systems (preferred!), databases, or Networks (layer 3 and higher).     Experience with configuration management tools with Chef, working with Kubernetes, and developing infrastructure as code with terraform     Demonstrate strong scripting skills to develop custom tools and automation.     Thorough understanding of best practices related to performance, disaster recovery, and security.     Clear written and verbal communication is a must.  
Imgur is the easiest way to discover and enjoy the magic of the internet. Its where youll find the funniest ,  most informative and inspiring images ,  memes ,  GIFs ,  and visual stories served up in an endless stream of bite-sized fun. Powered by a passionate community of people from all around the world ,  anyone can join to share cool stuff and vote the best to the top. Youll always find something on Imgur to make you smile and brighten your day.",https://www.naukri.com/job-listings-senior-devops-engineer-contract-imgur-bengaluru-bangalore-7-to-12-years-110620501059?src=jobsearchDesk&sid=1591974430360685&xp=11&px=11
Sr . Engineer - C / C + +,Mantra Softech (I) Pvt. Ltd.4.1(34 Reviews),Ahmedabad,"
  Qualification :  BE/B.Tech/ME/M.Tech/BCA/MCA/BSc MSc IT/Diploma    Job Responsibilities      Designing and developing complex enterprise class software;     Decomposing designs, re-engineering, integrating with other product lines;     Follow best software development practices to ensure high quality product and adherence to design objectives;     Be a member of a cross discipline team, using agile development methodology.     QT framework experience     Knowledge of Version Control Systems such as GIT     Excellent communication skills and being able to work independently or in a full team    Job Requirements      C++ experience developing and delivering end user grade applications     Image Processing and Hardware Communication is must     Experience with Win32     Sound understanding of object oriented principles     Understanding of software architectural issues as they are implemented in C++     Good working knowledge of Open Source projects     Knowledge in QT, Objective C, SQLite, and Lucene is a plus     Knowledge/experience with Windows platforms and related software applications is required     Knowledge/experience with Windows server platforms and related software applications is a plus     Ability to work in a fast paced, projects based team environment     Ability to interact effectively with people at every level of the organization 
Mantra Softech is a global hi-tech manufacturer of biometric and RFID based products and solutions. We have developed a wide range of products based on biometric and RFID technology. Mantra softech founded in 2006 and continue pushing to envelope new biometric-based technology and its capabilities. Customer's rapidly growing requirements for the complex and sophisticated security system are the inspiration behind the Mantra's biometric and RFID based Innovative products and solutions.",https://www.naukri.com/job-listings-sr-engineer-c-c-mantra-softech-i-pvt-ltd-ahmedabad-6-to-11-years-110620500970?src=jobsearchDesk&sid=1591974430360685&xp=12&px=11
Software Engineer II (React.js),PERFORM Group4.1(11 Reviews),Bengaluru,"
We are looking for a talented Software Engineer II to join our agile development team. As an experienced member, you will participate in all aspects of the software development life cycle: scoping, design, coding, testing, implementation and support. You will help in the development of Eagleview?s scalable micro-services platform and geospatially-aware applications across multiple industries and form-factors. In this role, you must be able to multi-task, quickly adapt to new development environments, learn new systems, create reliable/maintainable code, and find creative and scalable solutions to difficult and complex problems. You take pride and ownership in your work as well as the overall contributions of the team. You must also have the ability to take a system-wide understanding, recognize use of system components and disparate technologies and be able to diagnose and debug components across an entire system. Your ability to communicate clearly and concisely (both written and verbal) is key, as is being a self-starter.         Primary Responsibilities      Design, architect and develop advanced software solutions in a cross functional Agile team supporting multiple projects and initiatives   Collaborate with product owners and/or the business on requirements definition, development of functional specifications, and design   Collaborate on or lead development of technical design and specifications as required   Code, test and document new applications as well as changes to existing system functionality and ensure successful completion   Take on leadership roles as needed  
Perform is a leading digital sports content and media group. We connect the world of sport by producing the quickest, most detailed and most engaging content, and managing a network of media brands with a significant global scale. Perform connects 156 million unique users every month with content spanning 40 different sports. The company itself comprises of two main divisions. Perform Content and Perform Media.",https://www.naukri.com/job-listings-software-engineer-ii-react-js-perform-group-bengaluru-bangalore-3-to-6-years-110620500920?src=jobsearchDesk&sid=1591974430360685&xp=13&px=11
Senior Software Engineer (Backend),PERFORM Group4.1(11 Reviews),Bengaluru,"
We are looking for a talented Senior Software Engineer to join our agile development team. As an experienced member, you will participate in all aspects of the software development life cycle: scoping, design, coding, testing, implementation and support. You will help in the development of Eagleview?s scalable micro-services platform and geospatially-aware applications across multiple industries and form-factors. In this role, you must be able to multi-task, quickly adapt to new development environments, learn new systems, create reliable/maintainable code, and find creative and scalable solutions to difficult and complex problems. You take pride and ownership in your work as well as the overall contributions of the team. You must also have the ability to take a system-wide understanding, recognize use of system components and disparate technologies and be able to diagnose and debug components across an entire system. Your ability to communicate clearly and concisely (both written and verbal) is key, as is being a self-starter.         Primary Responsibilities      Design, architect and develop advanced software solutions in a cross functional Agile team supporting multiple projects and initiatives   Collaborate with product owners and/or the business on requirements definition, development of functional specifications, and design   Collaborate on or lead development of technical design and specifications as required   Code, test and document new applications as well as changes to existing system functionality and ensure successful completion   Take on leadership roles as needed  
Perform is a leading digital sports content and media group. We connect the world of sport by producing the quickest, most detailed and most engaging content, and managing a network of media brands with a significant global scale. Perform connects 156 million unique users every month with content spanning 40 different sports. The company itself comprises of two main divisions. Perform Content and Perform Media.",https://www.naukri.com/job-listings-senior-software-engineer-backend-perform-group-bengaluru-bangalore-3-to-5-years-110620500919?src=jobsearchDesk&sid=1591974430360685&xp=14&px=11
Senior Software Engineer - IW,PERFORM Group4.1(11 Reviews),Bengaluru,"
 We are looking for a talented Senior Software Engineer to join our agile development team.    As an experienced member, you will participate in all aspects of the software development life cycle: scoping, design, coding, testing, implementation and support.    You will help in the development of Eagleview?s scalable micro-services platform and geospatially-aware applications across multiple industries and form-factors.   In this role, you must be able to multi-task, quickly adapt to new development environments, learn new systems, create reliable/maintainable code, and find creative and scalable solutions to difficult and complex problems.    You take pride and ownership in your work as well as the overall contributions of the team.    You must also have the ability to take a system-wide understanding, recognize use of system components and disparate technologies and be able to diagnose and debug components across an entire system.    Your ability to communicate clearly and concisely (both written and verbal) is key, as is being a self-starter. 
Perform is a leading digital sports content and media group. We connect the world of sport by producing the quickest, most detailed and most engaging content, and managing a network of media brands with a significant global scale. Perform connects 156 million unique users every month with content spanning 40 different sports. The company itself comprises of two main divisions. Perform Content and Perform Media.",https://www.naukri.com/job-listings-senior-software-engineer-iw-perform-group-bengaluru-bangalore-2-to-5-years-110620500918?src=jobsearchDesk&sid=1591974430360685&xp=15&px=11
Senior Software Engineer - Asp.net,PERFORM Group4.1(11 Reviews),Bengaluru,"
We are looking for a talented Senior Software Engineers to join our agile development team. As an experienced member, you will participate in all aspects of the software development life cycle: scoping, design, coding, testing, implementation and support. You will help in the development of highly available, scalable, secure and flexible solutions for our ecommerce platform. In this role, you must be able to multi-task, quickly adapt to new development environments, learn new systems, create reliable/maintainable code, and find creative and scalable solutions to difficult and complex problems. You take pride and ownership in your work as well as the overall contributions of the team. You must also have the ability to take a system-wide understanding, recognize use of system components and disparate technologies and be able to diagnose and debug components across an entire system. Your ability to communicate clearly and concisely (both written and verbal) is also key as is being a self-starter.      PRIMARY RESPONSIBILITIES     Collaborates with PMO and Business on requirements definition and functional specifications and design   Collaborates on or leads development of technical design and specifications as required   Ensures coding, testing and documentation tasks are successfully performed for new application development as well as enhancements to existing system functionality   Supports the QA group in developing and executing test plans and test scripts   Ensures appropriate documentation is produced for client integrations including that of web services   Takes on leadership roles as needed   Codes, tests and documents new applications as well as changes to existing system functionality   Other duties as assigned  
Perform is a leading digital sports content and media group. We connect the world of sport by producing the quickest, most detailed and most engaging content, and managing a network of media brands with a significant global scale. Perform connects 156 million unique users every month with content spanning 40 different sports. The company itself comprises of two main divisions. Perform Content and Perform Media.",https://www.naukri.com/job-listings-senior-software-engineer-asp-net-perform-group-bengaluru-bangalore-3-to-7-years-110620500917?src=jobsearchDesk&sid=1591974430360685&xp=16&px=11
Senior Software Engineer (Computational Geometry),PERFORM Group4.1(11 Reviews),Bengaluru,"
  As a Software Engineer you will join our development team focused on building out our future three-dimensional modeling applications.    You will be responsible for assisting in the development of the architecture and integration with the rest of the EagleView engineering organization.    As a member of this team you will also be responsible for generating proof of concepts of new technology, and working with the internal product development organization on creating new internal tools.    We are looking for a candidate who will enjoy working as part of a group, and is enthusiastic about making a difference in the future of our company.  
Perform is a leading digital sports content and media group. We connect the world of sport by producing the quickest, most detailed and most engaging content, and managing a network of media brands with a significant global scale. Perform connects 156 million unique users every month with content spanning 40 different sports. The company itself comprises of two main divisions. Perform Content and Perform Media.",https://www.naukri.com/job-listings-senior-software-engineer-computational-geometry-perform-group-bengaluru-bangalore-3-to-7-years-110620500915?src=jobsearchDesk&sid=1591974430360685&xp=17&px=11
Senior Software Engineer (React.js),PERFORM Group4.1(11 Reviews),Bengaluru,"
 We are looking for a talented Senior Software Engineer to join our agile development team.    As an experienced member, you will participate in all aspects of the software development life cycle: scoping, design, coding, testing, implementation and support.    You will help in the development of Eagleview?s scalable micro-services platform and geospatially-aware applications across multiple industries and form-factors.   In this role, you must be able to multi-task, quickly adapt to new development environments, learn new systems, create reliable/maintainable code, and find creative and scalable solutions to difficult and complex problems.    You take pride and ownership in your work as well as the overall contributions of the team. You must also have the ability to take a system-wide understanding, recognize use of system components and disparate technologies and be able to diagnose and debug components across an entire system.    Your ability to communicate clearly and concisely (both written and verbal) is key, as is being a self-starter.   
 
    Primary Responsibilities        Design, architect and develop advanced software solutions in a cross functional Agile team supporting multiple projects and initiatives      Collaborate with product owners and/or the business on requirements definition, development of functional specifications, and design      Collaborate on or lead development of technical design and specifications as required      Code, test and document new applications as well as changes to existing system functionality and ensure successful completion      Take on leadership roles as needed    
Perform is a leading digital sports content and media group. We connect the world of sport by producing the quickest, most detailed and most engaging content, and managing a network of media brands with a significant global scale. Perform connects 156 million unique users every month with content spanning 40 different sports. The company itself comprises of two main divisions. Perform Content and Perform Media.",https://www.naukri.com/job-listings-senior-software-engineer-react-js-perform-group-bengaluru-bangalore-3-to-7-years-110620500914?src=jobsearchDesk&sid=1591974430360685&xp=18&px=11
PHP Engineer,Asterbyte Software Systems Pvt Ltd,"thalassery,kerala","
  We are looking for a strong PHP developer with extensive experience in building Web applications, WordPress plugins, front-end as well as backend systems.   REQUIREMENTS    B. Tech., M. Tech. or MCA in Computer Science or Engineering   Minimum 3 years of extensive PHP backend experience   Strong understanding & experience with Design patterns, Data Structures, Algorithms.   Expertise in XML, JSON, and REST-based APIs used by mobile applications.   Experience in Continuous integration, agile methodology   Good communication skills   Quality and unit-testing focus   Enjoy fast moving startup environment   
We have offices in USA (Bay Area) and in India (NOIDA and Kerala). We started developing Android application from the day Google released Android, and have strong expertise in cloud services as well.",https://www.naukri.com/job-listings-php-engineer-asterbyte-software-systems-pvt-ltd-thalassery-kerala-3-to-8-years-110620500810?src=jobsearchDesk&sid=1591974430360685&xp=19&px=11
Android Firmware/Embedded Systems Engineer,Asterbyte Software Systems Pvt Ltd,"thalassery,kerala","
  We are looking for an engineer who has experience with native software development on Android for our hardware projects. You will be working with our partners on embedded designs using Intrinsyc / Snapdragon platforms to build audio/video applications     .         REQUIREMENTS        B.Tech. in Computer Engineering, Electronics or Electrical Engineering   Experience in e  mbedded product development, microcontroller integration and android integration    Experience building Android OS, kernel device drivers or custom Android distribution is highly desirable   Experience in Intrinsyc / Snapdragon platforms   Good communication skills   Quality and user experience focused   Enjoy fast moving startup environment   
We have offices in USA (Bay Area) and in India (NOIDA and Kerala). We started developing Android application from the day Google released Android, and have strong expertise in cloud services as well.",https://www.naukri.com/job-listings-android-firmware-embedded-systems-engineer-asterbyte-software-systems-pvt-ltd-thalassery-kerala-3-to-7-years-110620500809?src=jobsearchDesk&sid=1591974430360685&xp=20&px=11
Sr. Software Engineer/Principal Engineer - Windows,"Vera Security, Inc.",Bengaluru,"

  VERA is looking for a Windows engineer to join our very talented Client team. You will work within the context of truly agile team and will have an immediate impact on our most popular end-user client for Microsoft Windows and Office.    Partner with product management and service engineering to build highly-scalable security solutions.     Ensure continued integration with native Windows programs that make security seamless and usable     Identify, diagnose, and solve technically challenging problems     Make a difference in the lives of people around the world, helping them collaborate more confidently     Requirements     Bachelor s or Master s Degree in Computer Science or related field     6 to 14 years of experience experience with Windows OS and Systems-level programming ( E.g. Win32 APIs, COM, multi-threading, IPC, process isolation, virtualization, hooking/interception, etc )      Proficiency with C++, c++11, STL, cross-platform development      Expertise in Windows messages, ATL, WTL, COM, message loops, window hooking/subclassing      Excellent debugging and troubleshooting skills, knowing how to solve complex system-level issues (Sysinternals Tools, windbg, API monitors, etc )      Demonstrable knowledge of large-scale deployments in enterprise technology environments     A belief that it's possible to improve data security without sacrificing application usability     Direct experience with Windows Outlook internals, including Office Object Model (OOM) and MAPI     Data security and PKI are a plus  
Vera Security, Inc.",https://www.naukri.com/job-listings-sr-software-engineer-principal-engineer-windows-vera-security-inc-bengaluru-bangalore-4-to-7-years-110620500740?src=jobsearchDesk&sid=15919744335167621&xp=1&px=12
